rank,comp_id,source_id,target_building,address,unit,subject_unit,unit_match,unit_score,floor_plan_relation,relation_reason,plan_signature,metric_similarity_pct,metric_match_count,metric_total_count,metric_fields_used,metric_fields_matched,community,assessed_value,re_assessed_value,nr_assessed_value,fl_assessed_value,assessment_year,year_of_construction,property_type,assessment_class,assessment_class_description,land_use_designation,sub_property_use,land_size_sm,sqft,roll_number,value_delta,value_delta_pct,dataset_id,source_url
239,C-OCU-20260225T223244Z-239,S-OCU-20260225T223244Z-239,5500 Somervale Court SW,301 5500 SOMERVALE CO SW,301,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:01|sub_property_use:R201|land_use:M-C2|assessed_bucket:300000,98.25,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,300000,300000,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,6090.0,,200285104,37000,0.1407,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
240,C-OCU-20260225T223244Z-240,S-OCU-20260225T223244Z-240,5500 Somervale Court SW,307 5500 SOMERVALE CO SW,307,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:305000,98.08,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,304500,304500,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,6090.0,,200285195,41500,0.1578,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
241,C-OCU-20260225T223244Z-241,S-OCU-20260225T223244Z-241,5500 Somervale Court SW,306 5500 SOMERVALE CO SW,306,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:305000,98.07,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,305000,305000,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,6090.0,,200283778,42000,0.1597,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
242,C-OCU-20260225T223244Z-242,S-OCU-20260225T223244Z-242,5500 Somervale Court SW,305 5500 SOMERVALE CO SW,305,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:332500,97.16,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,333000,333000,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,6090.0,,200284875,70000,0.2662,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
243,C-OCU-20260225T223244Z-243,S-OCU-20260225T223244Z-243,3000 Somervale Court SW,308 3000 SOMERVALE CO SW,308,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:345000,97.04,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,344500,344500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757507082,81500,0.3099,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
244,C-OCU-20260225T223244Z-244,S-OCU-20260225T223244Z-244,1000 Somervale Court SW,104 1000 SOMERVALE CO SW,104,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:04|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514583,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
245,C-OCU-20260225T223244Z-245,S-OCU-20260225T223244Z-245,1000 Somervale Court SW,105 1000 SOMERVALE CO SW,105,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514500,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
246,C-OCU-20260225T223244Z-246,S-OCU-20260225T223244Z-246,1000 Somervale Court SW,111 1000 SOMERVALE CO SW,111,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514427,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
247,C-OCU-20260225T223244Z-247,S-OCU-20260225T223244Z-247,1000 Somervale Court SW,107 1000 SOMERVALE CO SW,107,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514484,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
248,C-OCU-20260225T223244Z-248,S-OCU-20260225T223244Z-248,1000 Somervale Court SW,115 1000 SOMERVALE CO SW,115,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514385,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
249,C-OCU-20260225T223244Z-249,S-OCU-20260225T223244Z-249,1000 Somervale Court SW,113 1000 SOMERVALE CO SW,113,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514401,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
250,C-OCU-20260225T223244Z-250,S-OCU-20260225T223244Z-250,1000 Somervale Court SW,117 1000 SOMERVALE CO SW,117,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:17|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514369,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
251,C-OCU-20260225T223244Z-251,S-OCU-20260225T223244Z-251,1000 Somervale Court SW,116 1000 SOMERVALE CO SW,116,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,96.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514302,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
252,C-OCU-20260225T223244Z-252,S-OCU-20260225T223244Z-252,1000 Somervale Court SW,101 1000 SOMERVALE CO SW,101,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:01|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,95.96,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,267500,267500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514542,4500,0.0171,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
253,C-OCU-20260225T223244Z-253,S-OCU-20260225T223244Z-253,1000 Somervale Court SW,119 1000 SOMERVALE CO SW,119,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,95.96,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,267500,267500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514344,4500,0.0171,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
254,C-OCU-20260225T223244Z-254,S-OCU-20260225T223244Z-254,1000 Somervale Court SW,306 1000 SOMERVALE CO SW,306,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,95.96,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,267500,267500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757515366,4500,0.0171,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
255,C-OCU-20260225T223244Z-255,S-OCU-20260225T223244Z-255,1000 Somervale Court SW,312 1000 SOMERVALE CO SW,312,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,95.96,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,267500,267500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757515028,4500,0.0171,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
256,C-OCU-20260225T223244Z-256,S-OCU-20260225T223244Z-256,1000 Somervale Court SW,314 1000 SOMERVALE CO SW,314,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,95.96,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,267500,267500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757515044,4500,0.0171,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
